review_id,listing_id,date,reviewer_id,reviewer_name,comments
11,116134,2014-07-22 00:00:00.000000,11939919,Chris,"Great flat in a very nice area of Antwerp. Host was very helpful and easy going. Definitly recommend staying here to anyone. <br/><br/>Flat was very clean, very spacious and well equiped. Drinks in the fridge and coffee were offered for a small contribution. <br/><br/>"
12,116134,2014-11-15 00:00:00.000000,2754930,Chris,"Paul's apartment is excellent. The place is clean, spacious, modern, and in a trendy area of Antwerp. Check in was easy and Paul is very responsive to any messages. I would recommend this place to anyone. "
13,116134,2014-11-25 00:00:00.000000,21445655,Elizabeth,Paul and Gina greeted us and told us about the apartment and the area and made us feel very welcome. We arrived a little bit early and we were able to park our car and get settled in the apartment. We truly loved our experience and highly recommend Paul and Gina as hosts and their beautiful apartment in a very trendy area near the water as a perfect place for a vacation in Antwerp!
14,116134,2014-12-11 00:00:00.000000,22615566,Lauren,"Paul was fantastic! I emailed him late at night for a co worker that was in Belgium and needed a place to stay last minute. Paul responded quickly and answered all of my questions. The apartment was just as described, clean, and in a nice area. Will definitely be contacting Paul again next time I need a place to stay in Antwerp!"
15,116134,2015-01-16 00:00:00.000000,25293966,Jeff,"Paul was already at the apartment when I arrived so no waiting around outside. He efficiently and quickly showed me around the apartment without being too fussy. I felt completely at ease immediately. The apartment was perfect for exploring Antwerp with perhaps a ten minute walk into the centre of town. But if you don't wish to go into town there are plenty of bars, restaurants, cafe's bakeries within a very short walk of the apartment. The views from the apartment make it feel pretty special, even at night but when the curtains are drawn you have your privacy. The major boon with this apartment is the car parking. Parking a car in Antwerp is a trial sometimes but here no. Underground, very secure parking with access into the apartment block. A lot of Airbnb apartments are lived in by their owners which of course is mostly the point with this service. I do however prefer 'Pure Lets' without all the personal items of the owners surrounding you. This apartment is purely let for guests so no clothing in the wardrobes etc. A great place to stay with a decent road network in and out to the apartment too. Perfect."
16,116134,2015-01-25 00:00:00.000000,9380730,Mascha,Mooi en groot appartement op een goede locatie. Vriendelijke en behulpzame verhuurder. Zeker een aanrader!
17,116134,2015-02-16 00:00:00.000000,18722745,Steve,"An absolutely fantastic place. I have no hesitation in recommending this flat and it's gracious host. The location is great at the north end of the city centre, easy to find and has a variety of artisan shops and galleries on the doorstep with a very handy mini-market right downstairs.<br/><br/>The flat immediately impresses with views, and the security of the entrance. The lift is small but can still fit 2 people & suitcases. <br/><br/>The decor is neutral and spotlessly kept, in fact the whole flat was immaculate, with quality furniture throughout.<br/><br/>The listing could really do with a layout to really sell it. The living space and 2 bedrooms are far enough apart that noise isn't an issue. There is a useful office space. The 2 balconies are a useful addition to the space. Our party was 2 couples and we did not feel cramped or as if we were tripping over each other.<br/><br/>The kitchen is extensively kitted out with everything you need to either eat on the fly or host a diner party. The large fridge meant that we only had to shop once for our stay leaving us all the sightseeing time to enjoy.<br/>"
18,116134,2015-02-22 00:00:00.000000,25052173,Torsten,"Wir sind  von dieser Wohnung total begeistert! Sie ist nicht nur super-schön und komfortabel, sondern auch perfekt ausgestattet. Alles war extrem sauber, die Betten sind sehr bequem. Die Wohnung liegt in einer ruhigen Seitenstraße; die Schlafzimmer liegen außerdem hinten am ruhigen Innenhof. Die Lage war für uns optimal. Das Hafenviertel direkt vor der Haustür bietet eine große Auswahl an sehr schönen und guten Restaurants, Cafes, Kneipen u.s.w. Das MAS ist 50 Meter entfernt. Bis zur Kathedrale im Zentrum läuft man 15 bis 20 Minuten. Eine der vielen Fahrradstationen lag direkt um die Ecke.<br/>Die Vermieter waren sehr freundlich und hilfsbereit. Alles lief reibungslos."
19,116134,2015-02-28 00:00:00.000000,14147234,Justyna,"Lovely, very comfortable apartment in a great neighborhood. "
20,116134,2015-03-24 00:00:00.000000,29146454,Andrew,"This is a great apartment that I would, and have already, recommend to friends. The welcome was warm and everything explained clearly. The owners are a great team and even Paul's daughter kept me up-to-date and informed. The apartment is spacious, modern (yet cosy) and, above all, super clean and uncluttered. The situation is perfect - quiet yet with a great atmosphere and reasonably close to the city centre.  "
21,116134,2015-04-03 00:00:00.000000,3293278,Maria,"Paul and Gina are amazing hosts - everything was perfect, from the initial communication about the stay to check out. <br/>The apartment is fantastic - it's even better than on the pictures. Totally new and has everything you need for comfortable stay - from Nespresso coffee machine to shampoo. Excellent location - amazing harbor view, supermarket next door, lots of restaurants and just 15-20 min walk from the historic center. <br/>Definitely will recommend this place to friends and will stay there again if I go to Antwerp. <br/>Paul and Gina, thanks a lot! "
22,116134,2015-04-05 00:00:00.000000,17807965,Eline,"Het appartement van Paul ligt op een geweldige plek, is schoon en van alle gemakken voorzien. Perfect om een weekend of langer in Antwerpen te verblijven. Parkeren onder het appartement erg gemakkelijk en ook de supermarkt in de straat is ideaal. Een aanrader!<br/>"
23,116134,2015-04-17 00:00:00.000000,24505805,Femia,"Wij hebben een heerlijk verblijf gehad in het appartement van Paul en Gina op het Eilandje in Antwerpen. Het appartement is prachtig. Het is schoon, gezellig en alles wat je nodig hebt is aanwezig. Paul en Gina zijn zeer vriendelijk en gastvrij. Wij komen graag in Antwerpen en dit appartement zullen we dan ook zeker nog eens boeken."
24,116134,2015-04-19 00:00:00.000000,2402296,Corry,"We hebben een zeer aangenaam verblijf gehad in het appartement van Gina en Paul. Het appartement is ruim, schoon, goed onderhouden en erg gerieflijk ingericht. Het zicht op het water en de flanerende mensen vanaf het balkon is erg leuk. <br/>De ligging van het appartement is ideaal. De directe omgeving biedt veel mogelijkheden om uit eten te gaan, een terrasje te pakken. Einde van de straat het MAS waar je 's avonds van het prachtige uitzicht over de verlichte stad kunt genieten en op loopafstand van het centrum. Ideaal is ook dat je je auto onder het appartement in de garage kunt stallen. Kortom een appartement waar we graag terug willen komen. Gina en Paul, hartelijk dank voor jullie sympathieke ontvangst. "
25,116134,2015-04-23 00:00:00.000000,9608094,Neil,We had a wonderful few days in this apartment. It is in a great location with lots of great restaurants and bars nearby. The centre of town is an enjoyable 20 minute walk away. The apartment is beautifully furnished and the beds are very very comfortable. A great experience and we will definitely be back.
26,116134,2015-05-24 00:00:00.000000,4001560,Helene,"Binnen minuten ontmoetten we eigenaar Paul. Vriendelijk en behulpzaam. Hij leidde ons de garage binnen en hielp met de koffers naar boven te brengen. Zijn uitleg over het gebruik van het appartement was helder en kernachtig. Ook waren de bijzonderheden goed gedocumenteerd. Bij de documentatie behoorde ook een uitleg over de directe omgeving van het appartement.<br/><br/>Het appartement is ruim van maat en zo ook de afzonderlijke ruimten. Direct valt het op dat alles kraakhelder en schoon is. Badkamers en toiletten hygiënisch en blinkend schoon, royaal voorzien van handdoeken. Mooie beddenbedekking en zalige bedden. Keuken is compleet en fijn dat er een vaatwasser en Nespressomachine was met een assortiment koffiecupjes. Je bereikt het appartement per lift. Betaald parkeren belast niet gezien de ruime plek in de garage.<br/><br/>Aangenaam zijn de twee balkons. Die aan de woonkamer vangt de ochtendzon en die aan de werktafel de namiddagzon. De isolatie is perfect: bij gesloten schuifdeuren is het prettig stil. Direct naast de ingang is er een kleine maar goed gevulde supermarkt en heel dicht bij een superbakker met heerlijk brood. We hebben daar fijn ontbeten. Restaurants alom en het stadshart is op 2 kilometer.<br/><br/>Ik zal het appartement zeker aanbevelen bij vrienden die Antwerpen willen aandoen en voor onszelf houden we het adres en telefoonnummer van Paul bij de hand."
27,116134,2015-06-06 00:00:00.000000,27255693,Bernhard,"Die Wohnung ist absolut perfekt. Paul hat sich wunderbar um uns gekümmert, alles erklärt und sehr viele wichtige und interessante Informationen vorbereitet gehabt."
28,116134,2015-08-23 00:00:00.000000,2395497,Reinhart,"Die Wohnung war für uns (zwei Paare)perfekt. Sie ist sehr geschmackvoll und zweckmässig eingerichtet, hat sogar zwei Badezimmer und wir fühlten uns sehr wohl hier. Paul hat uns sehr herzlich empfangen und uns viele Informationen zur Umgebung gegeben. Die Übergabe und die Abgabe der Wohnung war unkompliziert und hat super geklappt. Die Lage nahe beim Hafen (Start der Hafenrundfahrt gleich um die Ecke) und doch nur ca 15. Minuten zu Fuss zum historischen Zentrum war optimal. In unmittelbarer Nähe gibt es gute Restaurants und Einkaufsmöglichkeiten sowie eine Velostation als Teil eines überaus praktischen Mietsystems, mit dem man  die Stadt sehr flexibel erkunden kann. Auch wenn man mit dem Zug anreist ist die Wohnung direkt vom Bahnhof aus mit dem Bus sehr einfach zu erreichen.<br/>Eine sehr empfehlenswerte Adresse für einen gemütlichen Aufenthalt in Antwerpen!<br/>Herzlichen Dank Paul & Gina für eure Gastfreundschaft<br/><br/>Reinhart & Verena, Gaby & Jürg (Schweiz)"
29,116134,2015-11-22 00:00:00.000000,519856,Nicole,"Heerlijk weekend in Antwerpen met vriendinnen. Een fijn ruim apartement, om de hoek bij het bijzondere MAS en tal van leuke restaurants en cafeetjes. Bakker, Supermarktje en krantenkiosk op struikelafstand. En je zit zo in het oude centrum. "
30,116134,2015-11-29 00:00:00.000000,10039285,Marita,"Wij hebben een superweekend gehad in dit mooie appartement. Het is fijn gelegen, in de buurt van leuke tentjes. Het appartement is ruim en schoon en voldeed helemaal aan onze verwachtingen. Bovendien verliep de communicatie soepel en werden wij warm onthaald. Een absolute aanrader!"
31,116134,2015-12-06 00:00:00.000000,8322287,Graeme,"Perfect, again!"
32,116134,2015-12-12 00:00:00.000000,1527900,Mike,Spent a week at the apartment while in town for work.  Can't say enough about it.  The location worked our great.  Was about a 15 minute drive to the harbor area where I worked.  The bonus was when I came back in the evening.  It was just a short walk into the city center with lots of places to eat and see the sights.  Gina was there to let us in and show us the facilities and give us advise about things in the area.  I would absolutely recommend this apartment to anyone considering it and will be checking its availability the next time I return for work in the area.   
33,116134,2015-12-14 00:00:00.000000,25293966,Jeff,"My second time staying in one of Pauls apartments and nothing has changed in either the experience or the apartments. Both the first and third floor apartments offer equal comfort. <br/><br/>Private indoor parking, decent supermarket next door, the nicest bakery across the road and short walk to town. Nothing to dislike. "
34,116134,2016-01-31 00:00:00.000000,44674687,Sylvia,"Onze eerste ervaring met airbnb was gelijk een hele goede! We zijn zeer vriendelijk ontvangen door (schoon)mama, die ons uitleg gaf over het appartement en de omgeving. Het appartement was brandschoon en van alle gemakken voorzien. Wij vonden het een fijne plek om te verblijven en hebben genoten van ons weekend."
35,116134,2016-02-07 00:00:00.000000,54445845,Merlijn,"Wat een heerlijk appartement! We hebben vaak tegen elkaar gezegd: Zou hier zo kunnen wonen. Gelegen in een trendy opkomende buurt. Fantastische bakker om de hoek, Espresso-bar en gezellig kroegje aan de overkant. Auto kon geparkeerd worden in het pand en via de sluisbrug aan het MAS zit je met 10 minuten lopen in het historisch centrum van Antwerpen. Paul ontving ons heel hartelijk en liet ons achter met de nodige tips. Absolute aanrader!"
36,116134,2016-09-25 00:00:00.000000,5255354,Fred,Very comfortable and nice apartment! I would definitely stay here again.
37,116134,2016-10-31 00:00:00.000000,48322067,Guillaume,"Brand new appartment fully equiped, well located in the MAS museum area. Paul was very welcoming and helpful."
38,116134,2016-11-13 00:00:00.000000,3599930,Markus,"The apartment is in top condition. nothing to complain:))<br/>Paul is the perfect host."
39,116134,2016-12-05 00:00:00.000000,22943592,Alexander,"Great apartment, fabulous location. Would definitely go back."
40,116134,2017-01-29 00:00:00.000000,44674687,Sylvia,"Voor de tweede keer gelogeerd in het mooie appartement van Paul en Gina. We wisten dat we in een mooi schoon appartement kwamen en werden niet teleurgesteld. Wederom allervriendelijkst ontvangen, en genoten van ons verblijf. De locatie is fijn. Alles wat men wenst is in het appartement aanwezig. "
41,116134,2017-02-13 00:00:00.000000,65208604,William,Huge place! Lovely with everything you could want. EXCELLENT DOCUMENTATION. There's a whole folder with all the local shops/restaurants in along with personal recommendations from Paul. Charming host & charming place. Would recommend!
42,116134,2017-02-20 00:00:00.000000,47391001,Robert,"Prima locatie, vriendelijke ontvangst. Handig met parkeerplaats en prima restaurants in de buurt"
43,116134,2017-02-27 00:00:00.000000,116194649,Arthur,"Wij zijn eind februari 2017 in dit prachtige appartement te gast geweest. Je bent echt te gast in dit luxe ingerichte appartement dichtbij alles waarvoor je naar Antwerpen gaat. De woonkamer is groot en toch gezellig, de open keuken is van alle gemakken voorzien. Een goed Nespresso apparaat helpt bij het wakker worden. Zo ook de meer dan  lekkere douche. Het aparte bad (in badkamer 1) is ook veelvuldig gebruikt. Wij hebben Paul als gastheer getroffen en voelden ons meteen thuis. Voor extra vragen of wensen is Paul altijd bereikbaar en behulpzaam om te helpen. <br/>Vlakbij is een meesterbakker gevestigd waar je goed kan ontbijten. En voor lunch of diner is er in de directe omgeving erg veel keus uit zeer goede restaurants. Voor een goede kop koffie kan je aan de overkant terecht. De stad is snel te bereiken met Velo Antwerp, een soort witte fietsen systeem. Echt geweldig. <br/>Kortom, houdt je van modern en een hippe uitdagende wijk? Dan moet je hier zijn! Maar niet allemaal, wij willen namelijk wel vaker gaan."
44,116134,2017-03-26 00:00:00.000000,15233025,Samir,"Een ontzettend mooi appartement, op loopafstand van de oude binnenstad, de locatie is een hippe maar wel rustige wijk van Antwerpen met alle voorzieningen die je nodig hebt, een bezoek aan het museum MAS met het panorama terras is zeker een aanrader, daarnaast wil ik Paul ooppk bedanken voor zijn flexibiliteit waardoor wij op zondag op een later tijdstip het appartement konden verlaten. Wij gaan dit appartement zeker weer boeken als wij in Antwerpen zijn. "
45,116134,2017-04-02 00:00:00.000000,110782477,Anke,Perfect appartement en locatie. Heerlijke bedden en alles in orde. Fijne uitvalsbasis voor Antwerpen.
46,116134,2017-04-21 00:00:00.000000,18722745,Steve,The host canceled this reservation 306 days before arrival. This is an automated posting.
47,116134,2017-04-23 00:00:00.000000,34118994,Alexander,Great apartement for four in an upcoming neighbourhood in walking distance to the old town. 
48,116134,2017-04-26 00:00:00.000000,115785099,Alberto,tutto ottimo !
49,116134,2017-05-08 00:00:00.000000,27820780,Inge,Very nice modern apartment. Liked the area.
50,116134,2017-05-14 00:00:00.000000,34284964,Franziska & David & Anna,The host canceled this reservation 102 days before arrival. This is an automated posting.
51,116134,2017-05-15 00:00:00.000000,30219208,Dianne,"Just fabulous! Great location, great apartment and a great city. We really enjoyed our stay here!"
52,116134,2017-05-29 00:00:00.000000,115001404,Sarah,"A light and airy apartment, with all the amenities we would need. <br/>Good communication from the hosts. <br/>A short walk into the town centre, bakeries and restaurants nearby. A "
53,116134,2017-06-05 00:00:00.000000,49649905,Simon,Fantastic place. Brilliant all round<br/>
54,116134,2017-07-06 00:00:00.000000,6454693,Tanya,"Amazing apartment in Antwerp. Even better than the pictures show. Great location, close to the museums, lots of restaurants and a grocery store two steps away. We loved it!"
55,116134,2017-09-07 00:00:00.000000,9686379,Renee,"Clean and spacious apartment with all facilities required. The neighbourhood is quiet, but offers some great restaurants and cafes nearby. It's right near the MAS. And a short and pleasant walk to the action. We loved coming back to Paul's place after a busy day out."
56,116134,2017-09-15 00:00:00.000000,27431767,Vasso,Όλα καλα
57,116134,2017-09-28 00:00:00.000000,80349653,John,Awesome place
58,116134,2017-10-01 00:00:00.000000,5318175,Jos,"Een prachtig, goed verzorgd, schoon, ruim, modern appartement. Het ligt op een in een leuke buurt van Antwerpen, Op loop afstand van het centrum. In de straat zit er een bakker en supermarkt, dat was ook heel handig en fijn. Het is goed bereikbaar en er is een parkeerplaats onder het appartement. Heerlijk en luxe, we hebben een geweldig weekend gehad in Antwerpen."
59,116134,2017-10-08 00:00:00.000000,6169632,Felipe,"A wonderful place to stay in Antwerp. A great living room, a book with several recommendations, everything you need to know about the city is written there. The flat is big, clean, well equiped and with a nice minimalist decoration."
60,116134,2017-10-29 00:00:00.000000,19215215,Sanne,"Het appartement is ruim en licht met goede bedden. Een heerlijke plek, ik wil er nog wel eens naar toe!"
61,116134,2017-11-21 00:00:00.000000,20000147,Matthias,"Super equipped apartment, amazingly well maintained - fast and efficient communication: A DREAM!"
62,116134,2017-11-26 00:00:00.000000,8062889,Rik,"Fijn en ruim appartement op rustige plek. Het vele licht en ruime opzet, maken het appartement erg prettig. Alles was schoon en ontvangst warm. Keuken van alle gemakken voorzien."
63,116134,2018-01-23 00:00:00.000000,7072718,Roy,"Amazing apartment,location, Paul was very nice and helped me with an early check in . Definitely will book again."
64,116134,2018-03-20 00:00:00.000000,86500755,Milaana,"Paul's place was great. Easy communication how to get keys. The flat is next to good restaurants and next to the MAS museum. Was a great stay, would recommend."
65,116134,2018-04-16 00:00:00.000000,49521081,Alan,The apartment was very neat and tidy and in an excellent location. It did provide off street parking for a car but I would suggest that it be a small car. We did have issues with people blocking the driveway. Paul was very helpful and was only 5 minutes away if we needed him. Overall great apartment.
66,116134,2018-06-29 00:00:00.000000,192126040,Chris,Great host and a great place to stay. 
67,116134,2018-07-01 00:00:00.000000,172866352,Inge,"Heel mooi appartement, heel ruim en zeer veel lichtinval. Super locatie, heel gezellige buurt, alles wat je nodig hebt voor een geslaagde vakantie. Ik kom hier zeker en vadt nog eens terug ."
68,116134,2018-07-09 00:00:00.000000,7341791,Samantha,It was a wonderful space that was great to call home. They have great coffee and a supermarket downstairs. Not to mention the ice cream store across the way!!!! What we liked best was the bikes we on our street and off we went. We were so happy not to be in the center near the hotels and shops. You can walk to the center in under 10 mins. They were great hosts as well.
69,116134,2018-07-14 00:00:00.000000,6240975,Alfred,simply perfect
70,116134,2018-09-19 00:00:00.000000,90158786,Jorge,excellent place and location. everything is a advertised and more. close to a lot of good restaurants and only 15 minutes away from the center (walking).
71,116134,2018-10-01 00:00:00.000000,80624806,Gregg,The apartment is in a fantastic location and it has everything you could possibly need for a comfortable stay in Antwerp. We have stayed in many Airbnb’s all over the world and this is by far the best equipped and also in a fantastic location. Highly recommended by us!
72,116134,2018-12-09 00:00:00.000000,6382109,Halewijn,"I used to live in Antwerp but moved abroad several years ago. <br/>Every time I go back I look for a nice place to stay, and I must admit this place is one of the best so far! Very good location, clean, spacious, nice view, etc. <br/>Can only recommend! Thanks Gina & Paul!"
73,116134,2019-01-20 00:00:00.000000,101404610,Marion,"Mooi, schoon ruim appartement van alles voorzien. Goede locatie om het schitterende Antwerpen te ontdekken."
74,116134,2019-02-24 00:00:00.000000,47391001,Robert,Always a pleasure to come to this apartment when we visit Antwerpen
75,116134,2019-03-03 00:00:00.000000,32716450,Sunny,"It took us some time to get the keys, but the apartment was nice as shown in the pictures. We enjoyed our staying there. Very quiet and nice location to live in Antwerp."
76,116134,2019-03-12 00:00:00.000000,20000147,Matthias,"Fantastic, stylish but even quiet place = a dream!"
77,116134,2019-03-17 00:00:00.000000,201360914,Sabrina,Everything was perfect! We enjoyed our stay very much! Strongly recommend to stay at Gina’s and Paul’s apartment!
78,116134,2019-03-21 00:00:00.000000,27102338,Ricarda,"Vielen Dank Paul, die Unterkunft war klasse, super ausgestattet und die Lage perfekt!! Kommunikation und Absprachen waren hervorragend!!!"
79,116134,2019-04-01 00:00:00.000000,182606667,Lucas,"Paul is really great ! We didn't have the chance to meet each other but instructions were really clear and we had no problem. And about the flat... it is even better than the photos !! Great host, amazing apartment, you'll not regret !"
80,116134,2019-04-08 00:00:00.000000,211355298,Hannah,"Great place to stay in an excellent location. Perfect for two couples, lots of space. We sat on the balcony and enjoyed watching the world go by. Where it is gives access to all areas of city walking. Cool bars and restaurants nearby. Voucher for the local ice cream opposite was a really nice touch. Would highly recommend and we will definitely return."
81,116134,2019-05-19 00:00:00.000000,247436298,James,"Nice, bright and spacious apartment near MAS museum, lots of bars and restaurants and walking distance to old city centre. Beds were very comfortable and instructions from owners were clear and concise. Communication was excellent and timely.<br/>Would highly recommend Paul’s place to anyone wanting to visit Antwerp and area."
82,116134,2019-05-25 00:00:00.000000,50746627,Lisa,Zeer content van! Een echte aanrader
83,116134,2019-06-07 00:00:00.000000,8322287,Graeme,Fantastic apartment in a great location.
84,116134,2019-06-10 00:00:00.000000,53725413,Heidi,Prachtig appartement op een zeer mooie locatie. Veel in de buurt en op wandelafstand van het centrum. Een echte aanrader!
85,116134,2019-06-15 00:00:00.000000,18934589,Louise,You will enjoy this place!
86,116134,2019-07-07 00:00:00.000000,245056952,Angelique,"De ligging van het appartement is ideaal. Met de Velo fiets zijn de verschillende lokaties gemakkelijk te bereiken. Het centrum is op loopafstand. Het appartement voldoet exact aan de beschrijving en de foto's, het is brandschoon en goed onderhouden. Het is van alle gemakken voorzien. Op het balkon aan de voorkant schijnt 's ochtends de zon en in de middag op het balkon aan de achterkant. Het bleef ondanks de warmte koel binnen. Contact met de verhuurders verliep prima, snelle reactie op berichten. Kortom, voor herhaling vatbaar!"
87,116134,2019-08-25 00:00:00.000000,116706053,Andrew,"This apartment is hands-down one of my favorite Airbnb experiences to-date. Its location is *to die for* - not only is the overall neighborhood amazing, and well located, the specific street that this apartment is located on has *everything* you could possibly need to have an amazing stay.<br/><br/>Overall, the unit is exactly as described in the listing, and is actually *better* than it appears in the photos. We will 100% stay here again when we're back in Antwerp. Sitting on the front balcony for sunrise and/or sunset was my favorite part of my days while visiting. The kitchen is incredible, everything is well furnished and well maintained. Not to mention there's a parking spot included!<br/><br/>To reiterate - 100% amazing, would definitely stay here again and recommend to anyone :)"
88,116134,2019-09-02 00:00:00.000000,27368389,Christian,Spacious and well equipped apartment. Very nice location in a trendy and modern district. Stores and restaurants nearby. Good contact with the owner.
89,116134,2019-09-15 00:00:00.000000,43703011,Nancy,Prachtig appartement in superleuke buurt van Antwerpen!
90,116134,2019-09-29 00:00:00.000000,4912226,Michelle,"Great apartment, very spacious and bright. Great communication from Paul and Gina through out our stay. Would definitely stay here again :)"
91,116134,2019-10-13 00:00:00.000000,9333225,Lenny,"We loved this place. Well decorated, clean everywhere, comfortable beds, location perfect! Also the communication with Paul was good and quick. We will come back."
92,116134,2019-10-27 00:00:00.000000,218030907,Tony,"Fantastic, very well equipped, spacious, well presented and, if you have a car, the secure parking is great. Good location on edge of old town so easy for walking. Highly recommended."
93,116134,2019-11-03 00:00:00.000000,7177199,Andre,"Spacious apartment at great location. 50/50 decorated with authentic and Ikea furniture. Parking underneath the apartment. Restaurants, bakery, supermarket, bicycles close by ."
94,116134,2019-11-15 00:00:00.000000,262400383,Jakub,"I've got more than I actually expected out of this place. Really spacious flat, well geared. Lots of restaurants around to be explored."
95,116134,2019-11-22 00:00:00.000000,27034132,Matthew,For a family or work a very nice flat. I would definitely stay again.
96,116134,2019-11-27 00:00:00.000000,116706053,Andrew,"This is a beautiful, truly spacious apartment in a PERFECT neighborhood!  We can't emphasize enough how wonderful the street is--plenty of cozy local shops and restaurants.  Everything we needed was within a 2-minute walk!  The balcony in the front of the apartment is maybe the best feature, out of many.  Paul and Gina have arranged things to run very smoothly, and the nice touches--like a gift card for the ice cream shop across the street!--made us feel welcome and relaxed.  The guest book is full of excellent suggestions; we particularly liked La pipe d'Anvers which serves delicious traditional food in a warm, neighborhood atmosphere.  This was our second time at Paul and Gina's AirBnB and we can't wait for our next stay!"
97,116134,2019-12-09 00:00:00.000000,41215657,晔天,特别好看的一套房子，可以自己做饭，有停车场，楼下有超市和药店，Paul非常热情
98,116134,2019-12-17 00:00:00.000000,195193394,Elisabeth,De beste locatie! Een heel ruim en modern appartement met garage!
99,116134,2020-01-02 00:00:00.000000,202779826,Les,"Trendy apartment, very clean and well appointed, great location to explore Antwerp."
